用户定位开始位置经度	用户定位开始位置纬度
119001550	31485123
118738407	32067765
118818675	32108804
118808747	32040072
118678979	31857629
118761631	32078611
118870884	31322172
118870884	31322172
118679892	32201120
118692468	32144018
118817315	31964099
118721817	31995668
118879895	31940219
118695002	31865420
118803834	32036352
118734104	32082191
118839220	32120300
119055272	32003400
118682913	31943435
118882369	32391771
118828610	32103087
118902321	31907653
118780419	31777672
118922750	32116560
118743448	31946021
118635927	31827601
118814141	32116680
118680250	32110749
118779783	32062615
118809290	32116536
118751630	32033560
119047582	31662732
118847910	31947670
118762480	32081750
118785662	32019934
118834580	32320271
118873412	31995330
118763640	32076521
118762354	32005627
118830400	32114040
118812560	32122473
118801879	31978285
118821093	32136922
119029421	31910305
118822806	32127592
118775054	32021721
118855390	31947780
118796499	32032980
118893440	31931040
118810082	32075740
118903413	32084604
118745303	32027890
118908740	32097340
118803280	32024830
118821734	31943460
118778548	31892761
118812560	32122473
118692470	32093738
118737670	32077461
118727640	32156030
118687793	31844410
118645544	32057431
118922748	32124546
118882410	32296140
118866933	31931892
118776390	32040129
118760860	32246312
118772663	32081507
118810341	32032294
118946554	32057193
118773048	32053243
118845654	31934933
118793347	31903937
118868906	31931563
118778548	31892761
119047582	31662732
118751367	32204523
118762940	31979824
118782031	32046222
118835070	32040194
118811784	32008082
118926442	32048129
118804952	32025623
118807457	32040408
118714232	32006766
118793347	31903937
118758816	32247932
118784580	32061690
118732793	32143672
118919174	31933085
118719962	31993124
118793788	32039957
118836267	32381174
118894307	32049176
118811784	32008082
118801582	31997780
119040218	31659204
119040218	31659204
118987054	31606114
118836378	32117343
118771380	31999760
118794160	32028149
118598831	32073031
118669934	32095311
118723804	31981324
118778621	31892850
118916524	32156716
118796943	32042137
118776730	32042550
118841421	32380887
118696670	32130383
118783795	32038834
118813720	31876920
118630804	32066741
118750687	32018628
119008971	32163673
118803863	32010911
118733575	32384217
118765555	32077933
118811390	32043170
118780270	32034475
118812099	32104950
119033368	31679486
118840288	32380954
118821357	32313482
118687793	31844410
118929863	32045451
118919100	32054910
118959563	32111079
118835944	32380041
118813676	32073532
118735964	31955813
118959563	32111079
118813720	31876920
118909010	32003740
118735538	32034315
118832101	31918831
118782768	31897482
118894320	32034250
118775532	32042204
118772301	32018773
118807127	32054734
118755934	32072302
118868812	32144846
118939246	31927521
118790445	32023414
118761760	32059669
118810341	32032294
118950095	32055403
118765636	32022111
118775803	32039063
118837781	32344152
118723358	32128109
118777112	32110100
118817980	31953270
118769348	32088068
118760742	32243679
118833945	31955300
118728045	32133936
118825399	32038990
118775170	32063060
118878042	31939284
118836267	32381174
119017411	31696598
118905880	31895360
118748623	31991422
118894572	32049675
118801813	32057381
118799780	31970000
118882360	31935010
118732685	32129540
118673115	32070199
118635036	31901200
118624687	32059472
118696468	32153249
118635989	32056060
118894572	32049675
118780250	32041750
118953557	31740405
118876740	31939623
118980864	32062860
118861180	31319451
118729172	32126731
118820530	32045310
118786610	32014040
119095192	31678788
118763790	32031283
118767116	32031951
118818572	31954294
118786610	32014040
118881136	31939726
118671313	32071151
118926704	32051153
118627103	32077683
118786810	32093280
118626210	32066339
118891422	32030697
118832673	32086990
118727177	32142609
118847963	31959589
118799273	31928139
118829949	32079040
118743990	32094150
118939623	31909322
118913934	31897874
118752624	32089329
118851550	31958920
118931771	32078034
118777429	32062703
118698936	32023477
118693207	32087397
118664530	31905390
118716790	31977021
118775443	32083532
118716302	32005533
118779321	32050170
118644110	31937255
118889308	32045287
118703093	32031351
118794593	32095118
118810884	32252201
118787860	31917811
118643092	31937903
118774950	32042650
118783530	32062320
118714880	31974240
119069567	32170315
118809207	32079010
118914871	32057404
118739594	31947351
118730304	32130026
118734854	32012760
118831827	32406469
118763900	32045240
118894500	31753320
118740557	32228743
118844402	31923806
118741594	32046462
118697072	32024800
118914576	31935866
118754440	32069260
118570875	32000669
118751250	32086599
118793430	32035240
118781138	31902094
118752961	32094521
118672462	32090220
118831675	32121876
118642690	32092050
118852192	32017417
118758162	32022382
118779634	32089819
118914391	31936060
118870998	31938588
118852867	31770519
118571288	32000838
118570875	32000669
118727440	31969660
118784030	32014826
118790091	32027290
118761200	31934150
118876740	31939623
118735003	32044221
118795860	32001987
118775923	32042353
118643358	31952518
118844850	32380496
118894500	31753320
118835880	32015994
118695542	32150213
118712787	31997888
118833860	31957321
118765796	32012618
118764952	32015253
118751764	32045766
118802661	32034154
118712787	31997888
118690638	31977092
118786594	32030524
118812490	32109389
118769211	32046851
118898004	31948146
118799065	32110528
118795250	32030500
118660651	31918772
118838811	31898124
118767540	32078300
118834347	32137369
118665981	32057389
118884890	32120942
118695356	31825164
118756593	32023890
118777038	31775240
118659173	31901461
118739424	32044392
118795250	32030500
118737800	32080554
118838811	31898124
118837463	31837340
118897176	32440908
118869680	31947410
118913493	32087212
118915770	31923754
118634774	32064373
118976892	32116670
118653016	31939614
118656926	32092944
118700241	32008333
118850721	32136345
118810352	32032870
118871980	32018183
118821932	31945233
118868878	31918919
118845324	32344281
118785430	31886700
118777321	32070681
118818364	32023342
118961335	32091521
118802490	32040066
118771023	32070223
118827193	32062953
118740433	32073805
118927050	32048969
118598705	31863053
118932536	31938132
119069859	32172365
118971890	31947360
118821520	32031590
118930359	32107712
118795450	31774741
118742531	32089101
118858145	32348273
118865634	32109811
118807998	32040703
118799620	31981290
118705990	31982400
118742531	32089101
118791005	31922480
118888020	31702350
118757280	32093179
118971890	31947360
118943706	32050427
118757280	32093179
118703211	32031221
118756666	32052916
118788980	32016751
118905113	32081370
118797330	31998850
118779642	32066451
118787478	32036679
118782542	32038724
118826008	31981195
118779210	32046615
118868170	31924970
118733534	31988292
118794322	31871851
118798505	32011230
118714380	32145378
118784734	32047582
118894310	32049180
118905715	32071859
118632234	32083658
118774240	32042610
118644680	31937487
118982223	31879403
118781763	31988233
118794322	31871851
118802910	32026061
118742883	32092754
118679266	31873758
118840624	32382310
118865192	31785845
118755364	31973912
118814663	32107332
118589520	31832230
118671915	31917772
118646850	32062797
118774240	32042610
118856720	31936160
118765610	32047680
118744272	32086774
118769140	32088650
118833173	31905584
118739110	32023381
118584510	31848694
118766818	32078733
118703980	31953140
118838811	31898124
118775730	32063232
118783841	31944987
118792894	31992141
118839037	32314866
118691561	31939766
119066518	32051381
118834669	31943881
119095826	31679355
118783907	32084339
118644222	31938750
119039689	31660858
118704890	32095885
118725457	32142670
118733503	32150927
119066191	31694008
118766818	32078733
118940399	32227451
118875594	31337629
118884223	31331736
119027654	31638363
118766403	32079058
118798214	32027093
118780400	32039803
118848022	31936273
118702598	32026508
118832218	32017373
118840624	32382310
118665574	31903222
118856106	31941623
118813556	32011029
118755300	32241674
118797220	32048532
118784510	32062350
118836112	32099190
118926380	32150924
118720281	32202989
118735732	32046662
118828239	31716452
118610860	32074680
118644034	31937183
118757183	32093780
118764480	32107349
118698343	31942390
118785840	32050089
118751471	31971656
118777271	32070708
118856106	31909531
118830870	31869354
118830110	32022230
118644110	31937255
118771453	32003712
118779004	32063170
118751231	32086126
118787917	32036533
118835501	32104702
118757273	32095394
118749504	32091113
118829112	31756470
118977389	32116265
118809733	32011406
118646022	31934613
118820652	31941389
118828936	31925943
118768610	32048133
118644110	31937255
118779153	32111235
118784233	32044916
118671992	32091852
118779221	32050252
118783882	32070301
119045992	31669255
118795474	32046627
118887598	31887794
118751000	32046529
118739708	32029631
118751327	32086336
118859891	31968900
118746785	32099438
118784104	32048971
118740170	32200490
118796342	32039160
118825394	32115062
118727355	32124744
118822974	32049850
118769557	32048744
118738200	32080840
119026633	31670470
118763116	32082900
118774144	32112594
118794792	32041291
118864933	31984293
118801560	32052105
118877080	31918860
118868867	32145612
118813150	32031689
118764528	32107576
118746968	32221873
118739722	31946931
118993721	31930558
118754250	32059939
118837097	31939627
118836778	31779244
118764140	32094459
118814062	32119203
118807220	32057640
118766760	32047730
118828864	32128765
118781283	32060541
118820310	32039319
118745384	32140571
118785530	32285697
118993721	31930558
118881979	31701270
118778645	32050147
119045992	31669255
118915770	31923754
118746785	32099438
118779058	32042035
118914390	31936060
118896223	31331484
118674016	32091054
118923139	32115366
118765978	32074863
119003710	32141460
118740031	32052894
118846395	32049129
118810379	32031602
118784013	32056921
118753972	32075460
118803834	32036352
118849676	32000461
118993112	32124547
118848320	31947560
118776490	32059150
118753294	32080827
118842743	32341482
118785961	32014342
118864760	31984440
118809764	32099454
118914390	31936060
118632911	32083723
118876564	31731330
118688113	31940330
118753802	31945610
118800850	32082704
118840732	32381814
118830241	31895310
118782483	32043602
118853580	31915630
118859150	32113067
118802561	32033538
118768370	32048160
118906279	31895313
118806771	32079541
118889523	32063301
118836490	32333350
118776334	32073014
118728208	31953730
118832100	32406170
118772754	32045122
118745384	32140571
118842640	31956374
118738073	31971207
118731543	32135104
118896553	32050299
118842220	32089348
118744881	31947638
118747730	31944700
118719094	31966325
118687114	31979143
118839403	32380950
118785530	32285697
118871230	32148770
118743385	32236698
118840403	32380950
118823988	32025978
118635014	32057254
118786792	32024380
118695443	32022547
118774370	32035829
118653920	32096410
118748558	32087207
118774892	32059744
118761970	31964070
118797236	31994843
118747226	32035068
118793691	32037466
118811351	32100478
118630254	31897583
118787177	32056252
118781719	32024132
118753985	32058940
118769783	32049039
118791976	32035725
118767940	32227629
118738374	32067891
118772803	32081470
118762733	32081519
118807440	31937751
118562470	31797050
118778154	32040571
118770452	32024882
118770692	32052024
118845801	31935943
118849792	31950117
118831163	32406001
118777971	32035961
118769557	32048744
118784420	32040380
118842220	32089348
118827455	32127609
118878511	31939850
118850623	31949525
118754587	32084470
118755364	31973912
118741283	32079092
118776378	32042108
118798071	32026971
118896274	32090829
118894592	32156180
118812570	32032120
118767250	32069670
118798870	32045451
118757914	32037591
118783060	32007100
118640615	31766497
118830123	32078046
118797831	32028582
118821559	32083266
118778093	32083171
118681171	31835415
118830870	31869354
118694808	31943884
118831998	31952121
118961010	32091320
118824701	31869268
118810729	32069399
118743920	32082330
118754122	32086543
118709580	31992134
118765610	32047680
118769602	32092062
118668735	32063170
118742401	32065655
118866425	31958593
118810444	32032727
118774823	32042343
118754440	32069260
118914075	31897619
118830297	32077962
118820230	32039099
118562470	31797050
118806086	32032119
118754440	32069260
119004968	32142800
118786282	32045345
118810003	32002692
118744580	32081120
118830297	32077962
118696714	32160289
118784121	32032083
118790708	32043425
118820229	32039099
118750714	32096976
118765730	32068626
118873340	32010280
119073412	32006793
118636228	32065416
118830297	32077962
118729711	31971513
118766128	32044101
118843986	32003709
118740722	32074074
118756312	32093701
118912998	32187458
118767250	32069670
118734590	32087621
118756030	32064900
118813329	32243332
118797707	32086725
118748134	32091563
118740460	32065188
118835551	32381343
118730010	32005159
118829469	31755194
118783710	32079268
118780384	32004562
118860208	32115769
118795820	32037059
118832194	31849052
118752879	32070006
118788574	32038843
118750870	32063299
118801272	31907081
118769419	32029513
118775211	32059317
118927583	32417992
118750403	32091169
118823980	32025869
118738895	32087764
118763940	32094650
118754112	32074356
118955139	32117710
118773970	32071616
118852180	31968973
118769043	32105320
118788574	32038843
118761851	32095943
118897064	31885370
118804201	32035836
118686280	32102442
118853310	32115960
118790791	32057280
118796983	32042684
118757251	32093865
118771350	32050780
118633514	32064631
118795876	31996181
118749875	32100793
118787270	32054537
118762260	32084090
118772170	32064079
118810274	32102511
118747333	32077062
118800980	32008980
118822136	32049187
118710402	31993210
118863264	31945396
118792262	32034111
118857992	31963031
118783482	32288449
118763020	32073529
118751770	32086181
118818810	32118460
118876197	32044551
118899175	32065900
118836348	32098291
118823583	32019593
118788574	32038843
118871892	31322501
118740830	32021169
118796974	32042695
118829469	31755194
118755372	32060343
118753181	32070292
118751087	31942914
118848983	31951420
118853214	32020269
118790041	32051152
118762260	32084090
118887490	31905660
118820229	32039099
118829000	31755889
118795220	32048682
118798521	32048020
118777008	32034791
118707670	31982135
118829210	32115389
118941536	32432190
118897064	31885370
118728569	31952068
118787563	31867804
119080682	32197783
118739395	32065210
118774320	32055709
118820164	32039184
118624776	32051457
118794620	32058740
118721909	31949459
118728569	31952068
118783320	32008119
118841331	32005878
118782483	32043602
118751223	32083232
118742384	32096834
118812570	32032120
118863752	31937580
118902919	31904549
118767510	32066891
118768610	32037450
118774530	32042461
118707670	31982135
118986081	32151842
118812594	32071936
118812440	32077273
118774099	32068773
118763860	32070020
118707806	31981282
118888680	31881428
118834815	32102133
118767504	32068816
118827418	32111564
118778903	31988478
118894764	31329740
118774399	32058820
118771581	32047744
118740227	32075295
118784046	32046236
118764080	32072657
118751087	31942914
118887490	31905660
118796194	31996325
118763781	32031360
118894328	31371343
118763050	32083067
118778140	32040349
118725162	32096705
118960224	32108421
118784111	32074402
118779101	31901030
118920956	32095985
118762097	32065804
118798327	32061211
118742100	32083571
118811162	32045820
118723397	32018788
118764314	32028710
118726715	31951031
118783784	32030188
118712069	32157548
119078644	32183945
118762319	31950572
118836923	32018006
118736823	32021821
118773851	32067661
118843751	32130000
118770730	32067149
119071543	31999279
118985811	32151801
118777450	32070030
118679570	31870727
118750950	32088521
118759244	32085892
118841940	31957390
118721818	32214286
118751072	32086210
118729583	32000998
118704590	32154020
118882024	31996600
118825640	32041350
118754987	32059368
118683188	31943492
118605704	31846767
118767943	32072809
118810693	31789556
118829000	31755889
118783250	32041100
118806120	32001717
118820510	32018819
118784023	32054854
118763163	32060530
118843751	32130000
118739400	32059950
118644110	32059455
118888465	31881341
118763550	32088340
118943528	32029083
118843063	32124971
118773978	32345754
118633513	32064633
118810662	32106324
118874177	31730404
118742261	32085929
118772960	32081850
118840542	32100837
118820440	31976490
118685194	31904492
118769202	32065965
118659181	32064534
118820363	31951772
118764104	32048032
118744054	31940860
118820782	32033122
118815601	32039479
118820839	32028221
118905062	31934887
118843200	31954913
118763163	32060530
118864636	32109964
118802593	32031512
118890430	31720930
118744054	31940860
118829550	31973822
118713300	32008719
118810671	32031959
118924072	32046149
118799999	32098688
118770789	32022458
118798870	32098255
118810671	32031959
118664894	31903722
118868934	31918100
118770789	32022458
118814583	31952909
118769124	32042831
118778910	32015662
118927143	31937832
118783400	32044041
118658583	32064824
118779933	32046523
118706579	31965645
118826847	32334936
118718840	31990302
118858591	31965737
118846902	31920226
118822190	31967760
118782400	32025250
118761018	32168384
118803836	32024779
118763980	32049950
118769124	32042831
118594539	32098196
118921865	32102257
118756133	32027873
118817480	32035939
118627110	32055054
118811958	32122024
118790578	32043494
118857582	32117592
118784540	32037399
118803424	32025984
118723323	32031143
118738732	31972234
118772420	32108250
118928257	31968548
118774011	32006144
118812540	32133946
118778138	31768167
118708130	32203387
118882022	31930717
118728504	31980984
118704208	31984698
118801238	32119553
118811958	32122024
118813620	32037229
118845411	32003425
118894853	31371473
118771754	32088402
118782530	32103679
118750449	32089101
118882009	31929875
118890010	31881580
118759810	32085900
118766353	32093257
118927143	31937832
119023598	32162590
118756095	32025841
118847347	31809906
118739063	32028540
118729218	31988016
118772204	32088154
118809514	32078815
118927126	31749329
118752877	32092571
118784224	32063314
118818924	32040861
118883990	32148370
118784231	32040373
118837861	32057855
118934713	31938285
118889605	31368322
118776715	32042364
118811026	31765620
118822868	31944611
118782055	32114334
118888500	31922900
118868381	32163610
118849676	32000461
118716072	32108601
118738795	32035890
118774027	31827167
118780450	32046230
118801238	32119553
118776977	32079752
118782055	32114334
118642321	32163808
118845411	32003425
118718274	32257358
118928849	32147557
118770694	32038778
118784779	32038475
118764471	32108460
118729352	31980779
118778140	32040349
118778140	32040349
118776820	32041770
118782055	32114334
118868320	32163100
118778138	31768167
118868381	32163610
118928257	31968548
118761133	31991964
118787177	32056252
118675450	32090870
118770809	32077589
118705920	31986422
118776739	32072719
118722657	31963142
118762090	32105590
118767246	32042758
118769829	32069615
118892710	32086993
118740160	31998050
118892580	31885180
118861510	31904690
118866264	31965980
118635695	32065334
118744321	32086523
118601950	32026336
118845837	31933252
118781776	32114368
118743762	32040322
118879823	32125754
118824190	31981060
118846836	32053286
118762090	32105590
118770890	32058200
118880746	32011544
118703617	32094746
118892429	32151994
118765463	32093773
118761970	32105490
118884150	32155763
118693463	31864833
118770858	31868322
118774560	32067020
118791663	32031364
118924500	32058000
118734002	31959614
118756061	32083323
118713190	32022489
118860652	31916731
118739148	32096701
118773730	32066640
118692070	32110080
118753710	32031993
118803774	32025910
118786043	32027621
118786043	32027621
118784540	32037399
118828835	31951281
118754090	32074326
118887330	32083319
118905715	32071859
118768688	32093181
119063080	32056314
118955650	32116406
118855342	32012572
118789015	32041461
118754571	32087093
118776540	32022720
118791390	31891782
118816337	32127552
118722335	31965187
118789015	32041461
118591975	31837099
118736683	31989994
118784779	32038475
118776214	32080340
118624456	32059199
118624456	32059199
118890470	32166020
118746856	32090760
118780161	32090784
118825270	31869810
118716314	32002622
118921863	32086610
118817121	32033550
119102914	31986182
118770260	32021400
118770858	31868322
118796577	32057164
118713190	32022489
118809537	32042456
118739480	32091830
118753484	32089772
118743591	32064397
118774802	32042026
118718430	31967082
118959251	32108648
118893361	32151511
118881391	31927182
118804061	31997041
118868862	32117756
118892154	32151757
118753484	32089772
118845204	31932361
118854532	32304872
118748130	32067549
118730583	31998118
118739314	32060594
118706990	32203609
118959251	32108648
118782460	32060548
118782780	32078083
118962530	32132982
118784902	32051032
118796552	32042800
118855651	31992663
118784120	32031951
118777150	32064814
118774109	31909254
118771577	32086725
118818961	32333570
118893552	32151705
118591975	31837099
118941500	32132606
118726227	32163738
118841311	31973573
118773621	31899554
118889900	32165149
118765374	32072046
118704784	31963310
118776281	32237040
118804462	31994475
118738958	32060930
118548576	31989428
118753710	32031993
118796676	32048492
118787440	32040749
118756825	32090877
118776197	32041038
118753710	32031993
118878339	31943336
118820597	32069481
118892146	32107760
118786716	32285093
118765374	32072046
118861587	31948640
118846524	31979184
118868405	32163916
118760040	32093780
118706250	32203699
118821012	31930951
118713630	31800990
118772950	32091290
118784230	32034292
118881850	32119220
118833712	32039963
118833712	32039963
118760222	32083655
118918930	31933460
118854446	32155382
118657042	32172500
118750523	31992980
118732261	32004873
118845542	32053959
118794387	32039491
118941874	32301284
118784810	32050060
118925280	32048980
118868779	32094230
118874492	32151753
118743346	32021953
119018562	31674311
118756825	32090877
118824720	32038843
118699166	32136435
118801031	32088014
118932510	32152020
118657042	32172500
118744481	32081111
118750562	32089160
118718600	32022140
118752690	32043889
118738379	31952773
118859817	32098921
118787116	32295099
118889742	32165540
118800808	32036984
118841311	31973573
118779299	32041176
118810078	32077148
118779319	32026657
118863413	32093653
118817082	32083589
118648963	32149767
118890470	32166020
118758932	32091880
118794158	32038426
118766338	32093352
118636120	32181340
118776791	32042215
118636894	32072277
118776146	32041160
118787320	31935343
118749144	32247627
118835050	31909674
118823290	32034170
118867405	32162557
118820327	32050891
118762740	31972470
118563972	31838270
118763879	32040996
118609663	32092236
118778590	32040640
118932510	32152020
118793557	32087342
118716705	31976633
118749674	32081099
118820208	32045798
118893858	31985332
118784234	32043664
118785701	32285514
118791196	31896154
118802460	31981633
118772990	32066550
118860002	31905091
118713503	32189022
118802622	32011218
118791240	32026683
118915770	31923754
118827642	32265234
118767943	32072809
118814020	32031390
118814020	32031390
118748453	32076050
118784043	32051132
118791196	31896154
118926269	32053547
118780580	32040475
118739650	32063860
118882239	31930407
118770600	32040194
118885783	31985060
118813552	32060001
118716760	32116977
118727478	31970875
118739622	32067677
118774070	32067276
118934130	31934670
118741330	32058300
118754664	32083404
118771184	32040073
118774401	32046211
118799940	31985981
118725649	31999602
118780434	32024428
118784215	32083660
118771184	32040073
118875130	31954000
118798012	32033290
118774900	32042160
118859921	31904671
118891493	31986432
118949800	32076669
118893700	32149416
118782022	31892443
118900731	32040362
118784100	31724598
118810389	32075912
118765225	32000512
118780580	32040475
118885821	31321067
118783387	32018152
118793489	32114317
118737910	32028200
118762801	32092532
118993740	31930560
118782158	32015315
118780998	31769083
118780603	31769019
118708344	32201237
118823500	31944710
118755223	32099722
118764494	32045692
118763550	32088340
118728727	31954050
118791000	32046329
118632540	32084330
118823470	32034080
118696732	31969400
118703623	31878834
118843621	32149073
118768160	32076300
118829500	31974070
118803645	32046841
118865122	32151685
118982224	31879404
118708033	31981592
118770095	32059848
118645466	31883058
118804680	32100650
118660820	31922257
118778010	32047010
118755338	32061388
118881036	32131507
118783994	32091274
118632509	32084065
118857417	31941217
118813914	32124477
118800207	32088076
118893230	32165343
118726812	31924342
118935606	32116237
118871010	31336530
118893770	32149330
118823290	32034170
118645398	31883544
118903153	32154443
118734416	32053660
118632509	32084065
118548156	31977158
118796641	32042358
118738290	31997510
118824121	32122010
118786972	32029983
118768502	32068931
118804458	31995549
118776966	32075066
118782334	32030261
118732980	32013720
118732980	32013720
118732980	32013720
118892474	31883971
118843620	32149074
118799093	32047911
118880840	31958200
118798460	32010350
118813710	31978870
118894697	32049520
118801957	32040446
118621102	32079507
118866270	32109380
118739843	32023243
118738795	32035890
118868830	32050112
118929623	32098166
118894307	32049176
118849941	31942776
118872673	32118119
118739900	32024082
118894697	32049520
118803830	32001893
118755520	32029950
118723605	32142910
118864010	31325020
118823510	31936230
118739843	32023243
118905096	32136007
118821753	32100370
118785940	31915140
118931654	32056353
118868830	32050112
118875860	31997798
118842110	32014879
118772824	32078556
118806460	32084502
118895143	32049582
118779630	32112372
118851950	31947250
118750230	32101433
118716574	31959777
118825529	32270835
118746673	32229791
118824876	31928606
118974837	32123666
118784233	32033774
118788436	32013521
118876134	31998402
118785765	32036883
118790441	31939338
118740624	32044939
118894470	31881740
118789766	32023023
118597815	32024473
118739391	32052746
118749530	31958900
118780160	32041359
118785733	32039745
118806857	32093876
118858492	31957905
118783729	32080093
118795190	32092619
118838737	32143331
118830292	31895397
118788074	32034874
118788664	32089858
118775330	32023331
118952220	32122480
118797482	32098607
118782820	32100900
118664188	31937053
118706108	32203967
118724599	32451797
118893080	32125239
119014950	31908602
118794603	32096295
118790670	31911777
118782318	32060373
118822470	32112713
118894265	31370994
118809389	32085361
118877685	31341375
118774756	32038105
118916246	32042259
118812876	32098691
118929714	32020667
118775750	32041040
118600227	32026143
119010290	31441010
118707186	32204141
118782793	31769200
118846120	31913190
118875635	31967732
118780324	32043258
118866429	32005653
118695326	31867464
118745615	31938168
118892830	32097372
118683453	31943766
118774455	32057277
118646514	32082592
118809889	32104402
118544763	31966510
118655275	31844391
118798022	32026913
118813667	32092590
118786208	32108670
119033183	31634594
118788531	32049811
118763243	32106903
118796773	32042740
118899260	31889040
118813258	32035570
118810123	32028610
118844142	32113930
118766821	32030082
118625216	32066768
118805177	32104086
118646514	32082592
118718195	32207178
118875125	31973879
118739825	31946941
118893007	31888315
118641282	32037543
118733693	31951293
118902310	31898310
118781414	32013629
118625216	32066768
118788606	32035443
118767818	32043075
118799034	32015991
118706280	32203564
118725145	32257717
118782577	32024952
118813578	32092380
118775036	32007270
118783890	32075030
118763323	32080703
118708065	32203944
118728942	31948382
118779350	32036440
118773987	32072862
118628038	32058410
118767818	32043075
118848147	31905056
118645111	32072483
118806610	31953210
118912578	32121604
118795577	32060638
118664188	31937053
118741046	32054457
118897634	31880287
118783574	32027572
118783574	32027572
118753820	32244602
118642471	32037897
118949810	32052771
118767818	32043075
118912578	32121604
118741766	32036572
118812775	32123194
118724980	32142828
118775352	32301651
118891832	32087377
118604645	31851994
118810717	32126947
118736710	32052079
118735655	32066601
118743281	32094722
118731740	32114820
118738150	32096633
118868349	31774460
118891832	32087377
118786726	31904530
118889307	31886817
118770247	32115173
118763781	32107894
118801943	31950830
118761198	32046554
118761395	32046470
118672098	32164724
118722480	31965828
118876384	31997633
119030924	32057905
118975898	32116369
118753628	32043715
118787213	32051096
118699669	32024020
118530580	31942350
118893166	31887175
118780024	32042150
118832550	32019072
118848570	32346564
118784700	32051070
118709514	31992354
118779796	32098219
118769669	32233314
118744520	32082420
118743825	31957338
118763268	32052813
118776000	32041060
118866929	32037934
118754722	32070741
118775129	31965466
118768110	32073169
118884173	31988514
118754722	32070741
118812410	32121823
118733718	31979458
118871620	31733410
118790040	32035200
118729990	31997253
118795654	32052462
118715830	31954897
118818370	32118634
118778944	32025121
118780438	32009425
118786726	31904530
118754554	32045864
118754193	32070573
118788513	32013810
118802422	32058086
118850648	31933679
118791059	32041313
118738284	32068291
118778944	32025121
118788513	32013810
118782241	32055494
118961405	32092600
118903146	31890147
118903146	31890147
118850648	31933679
118764530	32005861
118767730	32039589
118855642	32161941
118864423	31322543
118892580	31885180
118800450	32087890
118730014	31993900
118794634	32039795
118706108	32203967
118776980	32063830
118810900	32057110
118727225	32201251
118780236	32111511
118807797	31934949
118779500	32090280
118766760	32047730
118698930	32022118
118739843	32023243
118749798	31959792
118799276	31969611
118786045	32041348
118755853	32072411
118845140	32150220
118686937	31844744
118774171	32050659
118730893	32216782
118707622	32202494
118729580	31850180
118786045	32041348
118912399	31895189
118698930	32022118
118881990	31930420
118782646	32077303
118854503	32006321
118842140	31951720
118881990	31930420
118757367	32095030
119028636	31614660
118793602	32048991
118761323	32065638
118789340	32047744
118703825	32096427
118899666	31919419
118740350	32069530
118905454	32031011
118609783	32077179
118722624	31965512
118664761	32057910
118738548	32030819
118765458	32240788
118871118	31920282
118707227	32202572
118744757	32081119
118882050	31930480
118759354	32105885
118762711	32093952
118512642	32090600
118846110	31943670
118742166	31870315
119052130	32018020
118835404	32344949
118795320	32045530
118753216	32074161
119028638	31614683
118667442	32216202
118611969	32059587
118659082	32119370
118701264	32159286
118772679	32079075
118829986	32129882
118761701	31996662
118765681	32047671
118949655	32059424
118784234	32039963
118850869	32029991
118795130	32041990
118755853	32072411
118820367	32031430
118753492	32085887
118842149	32122235
118817960	32121290
119016507	31883093
118763103	32081044
118803004	32026716
118753629	32082228
118796974	32042695
118949655	32059424
118787070	32068803
119095878	31679382
118838654	32120002
118791036	32022900
118820864	31932057
118774040	32055610
118738534	32023245
118642883	32054309
118742360	32083920
118785312	32039917
118993706	32136581
118812960	32329210
118784450	32083880
118824080	32031256
118764240	32059730
118789037	32180183
118776739	32072719
118786088	32023655
118738534	32023245
118800072	32338551
118798631	32042814
118820210	32117053
118784974	32023496
118766703	32042740
118786010	32037140
118880922	31939699
118853593	32358029
118927348	32100868
118609783	32077179
118761395	32046470
118772679	32079075
118507349	31999427
118866157	31936766
118848642	32346871
118738824	32062678
118692473	32087103
118726060	32163570
118756271	32082774
118765440	32017376
118796763	32024578
118837620	32141680
118794725	32086536
118751340	32091850
118739582	32067461
118822045	31952710
118827484	32022877
118748180	32068601
118826553	32019593
118800296	32338467
118765440	32017376
118935740	32116300
118796763	32024578
119061138	31932784
118819894	32118153
118770250	32070380
118751850	32032210
118811460	32035930
118752272	32045333
118845580	32046532
118737454	32062531
118755764	32074871
118738600	31887260
118739588	32023069
118827120	31928471
118763879	32040996
118742050	32065689
118780414	32106212
118782250	32030410
118783837	32072904
118788124	32019173
118626980	32057760
118758081	32065669
118811210	32110481
118757431	31960236
118780236	32111511
118791320	32023690
118770184	32070911
118631432	32064431
118860545	31905288
118773763	32065027
118777279	32111629
119018292	31643033
118773106	32073688
118767983	32009529
118798460	32010350
118763396	32040929
118772412	32107404
118738000	32065027
118752117	32058636
118793011	32034353
118819540	31951864
118739900	32024082
118697244	32098270
118780362	32062852
118929020	32154434
118758990	32079842
118739843	32023243
118780871	32103060
118782210	32038710
118818059	32026155
118612515	32059716
118865351	31323317
118736064	31930123
118759192	32109823
118795446	32044874
118751764	32045766
118781220	32020210
118769791	32070239
118751916	32044387
118820298	32018479
118770519	32107359
118753645	32245336
118827353	32126983
118784099	32039850
118775810	32109280
118755247	32025485
118912033	32136291
118770500	32018680
118853130	32023519
118786712	32071663
118789488	32183195
118811410	32011980
118752595	32015973
118832220	32014930
119018292	31643033
118760308	31994413
119032979	31657952
118879560	31939540
